order_id,customer_state,distance_km,seller_delay_d,freight_value,order_value
2813,SP,212.8,1,12.18,102.5
2814,BA,226.2,2,26.66,78.29
2815,MG,72.6,2,1.79,248.43
2816,SP,255.7,2,46.47,226.9
2817,RS,301.0,3,29.07,162.5
2818,RS,348.9,1,18.59,82.54
2819,RS,122.3,1,12.22,144.41
2820,BA,1036.9,0,30.16,52.81
2821,SP,373.9,2,6.7,149.02
2822,BA,405.7,2,2.79,184.9
2823,MG,638.0,2,10.2,102.43
2824,BA,224.2,0,32.11,185.9
2825,MG,278.6,2,13.65,271.24
2826,RS,46.3,1,1.92,81.11
2827,MG,65.6,0,63.35,131.51
2828,RJ,222.8,0,39.72,204.16
2829,BA,261.3,1,27.03,66.24
2830,BA,221.2,2,5.05,252.04
2831,RJ,184.6,1,37.23,55.58
2832,MG,342.2,2,34.4,124.98
2833,BA,349.2,4,18.25,48.28
2834,RJ,194.9,0,7.6,218.8
2835,SP,251.5,3,18.96,165.31
2836,RJ,314.6,2,4.99,30.58
2837,RS,276.0,1,21.44,169.68
2838,SP,86.7,3,2.09,74.68
2839,RJ,194.2,2,32.54,327.42
2840,MG,178.2,1,22.61,248.0
2841,BA,495.0,0,31.68,185.92
2842,RJ,136.8,2,14.37,249.21
2843,RS,216.6,1,21.63,74.45
2844,MG,200.9,4,5.17,202.71
2845,MG,186.0,1,5.02,58.18
2846,RS,76.9,0,4.94,100.58
2847,MG,597.1,0,8.31,274.38
2848,BA,226.8,0,11.55,211.28
2849,RJ,317.5,2,16.47,31.31
2850,BA,284.6,1,26.86,111.42
2851,MG,183.6,3,8.64,213.69
2852,RS,224.8,2,16.43,360.93
2853,RJ,463.2,0,13.76,268.85
2854,RJ,91.3,3,18.83,48.43
2855,SP,228.9,0,59.04,156.08
2856,MG,280.2,3,26.5,166.56
2857,MG,188.4,0,22.32,135.05
2858,SP,187.1,1,8.86,232.72
2859,SP,332.8,1,6.6,112.87
2860,RJ,210.2,1,4.33,35.67
2861,SP,647.4,2,7.06,66.35
2862,RS,336.0,1,24.59,97.66
2863,BA,515.6,4,28.82,257.36
2864,SP,348.4,1,9.53,142.22
2865,BA,132.2,0,24.33,45.29
2866,BA,221.0,1,36.42,278.96
2867,BA,238.8,1,13.05,184.51
2868,RS,240.0,2,44.07,93.97
2869,BA,70.3,2,6.66,125.13
2870,MG,332.1,1,6.51,41.23
2871,BA,316.0,2,37.98,181.49
2872,BA,246.9,0,9.02,142.16
2873,MG,100.9,4,12.47,72.29
2874,MG,556.5,0,8.23,270.27
2875,MG,189.4,1,7.27,45.08
2876,RJ,171.8,2,7.95,229.87
2877,MG,45.0,1,13.08,189.7
2878,MG,346.0,3,4.49,144.42
2879,BA,413.2,0,11.79,86.31
2880,SP,406.7,1,10.07,244.28
2881,MG,43.9,1,30.5,101.6
2882,RJ,436.4,1,10.78,123.16
2883,SP,193.5,4,10.39,90.45
2884,RJ,199.4,3,18.14,97.84
2885,RJ,149.9,2,29.0,145.9
2886,RS,326.1,2,21.93,184.92
2887,RJ,413.6,3,8.76,188.83
2888,RJ,242.8,3,15.38,124.6
2889,RJ,193.2,1,20.41,90.88
2890,RJ,439.6,0,8.79,37.92
2891,RS,223.5,0,13.0,59.23
2892,RS,271.6,4,10.75,91.14
2893,RJ,182.8,1,2.77,97.38
2894,SP,286.7,1,5.62,82.5
2895,SP,312.6,2,54.6,263.77
2896,RS,145.1,1,53.52,146.64
2897,RS,93.8,0,5.37,98.14
2898,RS,211.5,1,23.17,187.69
2899,MG,96.3,2,25.87,81.25
2900,BA,218.9,0,20.92,45.69
2901,BA,421.8,0,5.5,70.55
2902,MG,200.0,2,30.53,296.41
2903,RS,29.9,2,29.56,164.64
2904,SP,126.4,0,16.57,158.94
2905,MG,270.2,2,26.07,128.88
2906,SP,265.7,1,26.09,140.02
2907,BA,143.0,2,13.85,118.63
2908,SP,325.9,1,6.29,42.9
2909,MG,145.7,2,5.15,156.95
2910,RJ,532.4,1,16.91,250.99
2911,RS,390.4,0,20.86,86.19
2912,MG,824.0,2,4.08,231.08
2913,SP,331.4,1,6.7,363.55
2914,RS,276.5,3,11.87,267.16
2915,MG,106.0,0,32.65,253.22
2916,MG,250.2,1,13.98,148.91
2917,BA,112.1,3,12.0,145.36
2918,RS,419.0,1,27.94,110.25
2919,SP,147.7,1,19.76,125.9
2920,BA,808.4,2,4.92,194.48
2921,MG,225.6,1,26.82,304.62
2922,SP,749.3,2,4.2,39.09
2923,RS,82.8,1,2.63,25.2
2924,MG,180.9,0,7.83,128.45
2925,RS,98.8,2,3.94,137.7
2926,SP,109.9,1,3.07,299.4
2927,BA,241.1,2,24.49,124.72
2928,SP,63.9,2,6.96,272.06
2929,RS,341.9,2,68.28,141.97
2930,RS,224.8,1,15.92,78.66
2931,RS,169.7,0,4.47,87.1
2932,RJ,189.0,0,16.74,78.82
2933,BA,176.9,1,7.62,103.88
2934,SP,889.2,4,8.7,133.13
2935,RS,207.3,0,28.58,60.96
2936,SP,217.4,4,22.56,175.64
2937,BA,180.2,0,18.72,118.83
2938,BA,416.7,2,30.32,78.89
2939,RJ,281.9,2,21.23,86.53
2940,MG,268.2,1,11.75,137.18
2941,MG,61.2,1,16.78,110.04
2942,SP,225.2,1,32.7,162.71
2943,SP,427.6,0,9.33,156.8
2944,BA,135.7,0,5.88,92.1
2945,BA,449.7,3,6.34,199.42
2946,RJ,286.6,0,15.43,180.34
2947,MG,283.8,1,21.56,180.96
2948,BA,340.5,2,24.93,147.33
2949,BA,173.0,1,15.11,230.27
2950,MG,220.0,1,26.14,97.25
2951,RS,432.0,3,6.88,57.47
2952,MG,511.5,0,34.38,202.09
2953,SP,451.8,3,24.34,140.01
2954,MG,536.4,1,26.93,98.38
2955,RJ,459.4,2,24.77,116.14
2956,BA,79.2,0,5.74,156.33
2957,SP,320.6,0,14.39,65.64
2958,RS,81.0,3,13.91,121.48
2959,BA,121.7,3,17.84,110.58
2960,BA,101.8,3,10.34,122.94
2961,MG,138.7,0,3.11,396.45
2962,SP,257.7,1,10.1,164.2
2963,MG,130.0,0,49.03,50.85
2964,MG,271.8,1,37.5,104.5
2965,MG,430.7,1,14.75,16.08
2966,RJ,304.9,3,2.67,315.0
2967,RJ,61.2,2,21.35,41.62
2968,SP,207.9,3,18.91,140.15
2969,MG,355.6,2,4.13,228.15
2970,SP,199.6,1,6.23,78.62
2971,BA,306.0,0,4.82,97.53
2972,RJ,134.2,1,30.88,48.65
2973,MG,200.5,1,22.91,194.39
2974,RS,373.6,3,6.04,189.41
2975,MG,111.3,0,17.73,104.99
2976,BA,231.0,0,5.69,121.5
2977,BA,215.8,1,23.82,28.5
2978,RS,185.0,3,16.49,108.97
2979,SP,300.0,1,28.09,115.72
2980,BA,470.2,0,38.69,21.36
2981,RJ,206.6,1,24.32,114.88
2982,RJ,158.9,2,27.54,148.31
2983,RS,204.1,1,1.73,32.47
2984,RJ,492.2,0,39.83,157.04
2985,MG,134.4,2,6.61,170.85
2986,MG,118.3,2,33.53,132.55
2987,SP,167.8,2,21.12,62.86
2988,RJ,356.6,4,30.77,57.53
2989,SP,239.3,2,12.51,43.57
2990,MG,351.4,0,16.34,134.95
2991,SP,110.6,2,6.19,228.09
2992,BA,208.5,0,20.98,46.37
2993,MG,119.0,0,19.23,345.66
2994,SP,123.4,1,14.74,182.43
2995,RS,292.5,2,13.79,170.08
2996,RJ,210.0,1,15.28,157.1
2997,RJ,673.8,0,26.13,218.96
2998,MG,455.4,2,37.2,116.44
2999,MG,245.7,2,25.03,84.33
3000,BA,205.2,1,12.9,246.35
3001,MG,86.1,2,14.38,168.43
3002,BA,67.7,1,5.94,182.32
3003,RJ,437.4,1,17.77,182.1
3004,BA,165.0,1,41.98,197.78
3005,RS,277.5,0,20.24,89.31
3006,SP,252.3,3,10.14,178.33
3007,SP,361.7,1,12.17,143.52
3008,SP,603.2,1,45.83,37.64
3009,RJ,385.0,2,11.16,423.93
3010,RJ,217.4,0,6.93,34.66
3011,BA,502.0,2,39.68,180.73
3012,RJ,323.9,2,11.17,194.0
3013,RS,220.2,1,6.21,360.35
3014,BA,266.3,1,24.1,148.71
3015,RS,404.0,1,38.89,38.18
3016,RS,496.1,2,30.45,155.07
3017,SP,164.0,0,29.87,273.21
3018,BA,199.7,2,19.54,57.14
3019,RS,91.3,1,21.9,143.42
3020,SP,394.7,1,13.33,132.23
3021,SP,212.5,2,8.55,117.5
3022,RJ,560.2,1,27.17,42.9
3023,RJ,518.6,1,16.82,212.8
3024,RS,272.8,1,7.88,90.43
3025,SP,282.5,2,10.36,144.72
3026,RS,150.9,2,8.57,127.72
3027,RJ,154.0,2,5.08,254.24
3028,MG,249.3,0,9.94,277.23
3029,MG,208.8,1,7.48,182.11
3030,RJ,590.9,0,11.61,186.02
3031,RS,160.3,0,28.62,64.27
3032,RJ,346.8,0,1.35,113.79
3033,RS,215.4,3,20.98,48.76
3034,BA,261.4,3,8.85,161.38
3035,RJ,307.2,0,22.9,154.59
3036,RS,112.8,1,37.62,122.28
3037,RJ,373.4,0,19.16,47.31
3038,RJ,480.6,1,18.64,218.22
3039,RS,446.1,3,6.74,40.19
3040,SP,219.3,2,9.43,34.11
3041,RS,140.0,4,11.23,137.56
3042,SP,396.8,1,2.31,107.18
3043,SP,174.6,3,19.02,208.73
3044,SP,278.9,3,10.93,77.48
3045,BA,64.1,2,8.45,159.54
3046,RS,83.0,0,0.79,139.48
3047,RS,216.4,1,31.09,92.82
3048,BA,212.7,3,2.98,48.98
3049,BA,125.1,1,2.68,95.37
3050,RS,67.1,2,12.84,229.12
3051,RS,297.2,1,14.89,270.95
3052,SP,72.0,3,40.22,94.73
3053,MG,151.2,5,3.37,87.94
3054,RJ,366.1,1,0.69,43.79
3055,SP,235.8,1,9.34,137.92
3056,BA,294.9,5,13.77,56.11
3057,MG,261.2,0,24.12,82.55
3058,BA,266.6,1,22.05,110.26
3059,MG,215.3,2,28.29,170.75
3060,SP,124.8,1,10.38,198.86
3061,RS,439.5,3,32.07,62.03
3062,MG,269.7,1,11.87,233.54
3063,RJ,259.7,0,27.9,221.85
3064,BA,978.9,1,17.71,240.09
3065,RJ,122.0,6,18.12,122.11
3066,BA,441.7,2,2.61,38.82
3067,MG,274.7,0,11.73,136.79
3068,MG,99.5,1,23.16,44.39
3069,SP,167.6,2,30.78,172.93
3070,SP,188.7,1,22.57,129.31
3071,RS,86.7,0,17.69,133.71
3072,RS,176.0,2,28.81,135.48
3073,MG,381.9,2,12.95,46.32
3074,MG,485.5,1,10.87,245.28
3075,SP,290.3,0,30.55,69.26
3076,BA,260.7,1,12.33,140.07
3077,BA,221.0,2,24.74,329.35
3078,MG,150.6,0,22.74,68.09
3079,RJ,189.6,2,2.84,55.97
3080,SP,298.5,0,27.26,175.86
3081,RS,90.5,0,13.93,96.71
3082,RJ,211.3,2,14.95,170.55
3083,BA,260.2,1,26.84,79.68
3084,SP,277.3,1,5.1,244.61
3085,BA,84.0,3,15.27,185.12
3086,SP,536.8,1,18.1,250.57
3087,BA,331.9,0,42.14,102.57
3088,RJ,137.2,1,30.02,156.62
3089,MG,183.1,2,19.85,129.43
3090,MG,373.9,1,13.09,155.88
3091,MG,410.7,2,14.63,119.34
3092,RJ,149.7,0,3.63,285.36
3093,RJ,127.4,0,54.39,187.27
3094,RJ,475.3,0,4.32,69.6
3095,BA,322.7,0,16.43,157.96
3096,RS,231.7,0,7.01,229.11
3097,RJ,178.2,0,1.3,79.73
3098,SP,220.6,2,24.25,134.48
3099,SP,129.0,1,24.48,48.64
3100,SP,409.4,4,3.65,155.3
3101,BA,274.9,2,21.99,225.4
3102,RS,295.3,2,10.34,161.45
3103,RJ,801.8,4,24.06,358.37
3104,MG,304.0,1,45.71,242.98
3105,MG,120.3,1,15.17,172.03
3106,MG,166.3,0,18.01,56.68
3107,RS,431.1,1,8.45,147.84
3108,RJ,482.4,0,4.3,157.21
3109,BA,277.8,2,5.68,96.93
3110,MG,199.9,3,25.04,114.08
3111,RS,398.3,0,4.08,76.69
3112,RJ,121.6,3,31.34,51.46
3113,RS,132.7,0,36.21,87.04
3114,RS,222.9,1,9.59,134.93
3115,MG,315.2,0,15.62,88.24
3116,RS,272.2,2,14.25,74.52
3117,BA,288.2,3,46.19,165.14
3118,RJ,104.2,1,8.81,54.1
3119,RS,190.4,3,17.42,162.62
3120,SP,232.2,4,5.25,114.22
3121,SP,191.4,0,12.4,50.86
3122,RS,167.4,4,6.6,415.27
3123,BA,334.4,0,23.48,72.24
3124,RJ,201.9,4,13.6,98.34
3125,RS,137.4,4,27.73,40.53
3126,BA,436.0,2,5.87,138.13
3127,RJ,261.0,2,6.23,111.1
3128,RS,73.1,2,70.3,155.53
3129,RS,311.4,0,8.74,93.67
3130,BA,661.9,2,10.63,179.16
3131,BA,405.3,3,14.14,132.46
3132,RS,458.2,1,16.26,53.14
3133,RS,494.2,2,14.18,216.26
3134,MG,311.1,1,10.95,48.65
3135,BA,156.6,2,24.28,139.56
3136,RS,432.1,2,23.11,259.12
3137,SP,109.8,0,6.6,211.7
3138,MG,258.9,4,6.12,100.28
3139,RS,345.8,3,24.38,44.85
3140,RJ,292.9,1,5.24,174.2
3141,BA,193.6,1,30.43,96.7
3142,MG,112.7,1,11.95,94.25
3143,MG,645.4,0,8.31,203.0
3144,RJ,368.7,3,9.68,175.67
3145,BA,169.7,0,26.96,78.98
3146,BA,120.3,1,9.37,116.71
3147,BA,266.6,1,24.99,328.91
3148,RS,259.3,1,27.62,111.53
3149,RJ,272.9,1,6.72,90.0
3150,SP,517.6,0,17.87,127.33
3151,MG,153.7,2,31.21,18.31
3152,SP,316.8,0,11.38,60.46
3153,BA,77.0,2,42.73,133.93
3154,RJ,209.2,2,6.27,132.22
3155,BA,532.6,1,34.14,45.44
3156,MG,101.5,1,18.25,128.17
3157,MG,387.3,3,22.48,215.85
3158,RS,53.5,2,4.31,102.42
3159,BA,192.5,1,51.03,66.25
3160,RS,220.5,2,46.7,52.52
3161,RJ,174.1,0,6.41,183.82
3162,RS,326.4,0,11.4,127.99
3163,RJ,341.8,2,21.65,156.94
3164,BA,414.3,3,32.03,181.97
3165,SP,195.9,1,11.04,97.83
3166,BA,153.4,1,14.15,45.8
3167,RS,465.3,4,23.16,122.73
3168,RJ,167.0,3,14.29,70.12
3169,SP,340.2,2,8.75,49.3
3170,RJ,159.8,2,20.26,94.45
3171,SP,335.2,1,3.49,128.61
3172,SP,970.2,0,9.69,194.39
3173,MG,384.5,3,11.22,133.05
3174,RS,979.2,0,13.12,72.38
3175,MG,155.2,1,36.27,97.96
3176,RJ,256.8,1,8.99,395.06
3177,RJ,285.9,1,20.55,182.04
3178,SP,238.0,1,10.32,158.69
3179,RJ,387.9,3,8.43,155.05
3180,RJ,387.1,2,36.06,196.15
3181,MG,288.5,0,17.86,132.68
3182,RJ,582.3,3,17.94,174.73
3183,MG,140.3,1,34.26,145.14
3184,BA,167.9,1,15.17,145.8
3185,SP,42.8,0,27.69,36.08
3186,SP,278.7,1,32.19,74.82
3187,RJ,206.7,1,8.11,150.24
3188,RJ,316.2,1,35.4,135.55
3189,SP,152.1,4,22.93,97.02
3190,RS,141.7,1,8.93,161.42
3191,SP,257.1,0,30.73,69.15
3192,RS,164.3,0,1.92,215.16
3193,SP,298.4,0,20.6,145.54
3194,BA,295.0,2,35.66,35.3
3195,RJ,235.1,0,21.26,148.33
3196,MG,375.9,0,3.65,174.84
3197,MG,266.5,0,8.97,109.41
3198,RJ,196.1,2,35.0,174.5
3199,SP,136.5,1,12.65,135.0
3200,RS,310.9,2,14.82,151.48
3201,BA,150.7,0,12.8,63.19
3202,BA,426.2,2,33.69,87.37
3203,BA,304.7,2,29.53,131.8
3204,MG,180.3,4,2.44,213.83
3205,RS,120.1,0,0.86,101.93
3206,SP,107.7,2,22.33,111.67
3207,BA,514.4,0,23.37,190.08
3208,RJ,48.2,2,7.01,154.5
3209,BA,149.7,1,39.59,108.37
3210,RJ,904.2,1,20.27,74.26
3211,MG,409.7,0,18.02,83.35
3212,RJ,595.8,4,17.32,34.18
3213,MG,345.7,0,26.04,95.56
3214,SP,271.6,1,8.47,267.88
3215,BA,328.7,1,14.85,26.05
3216,MG,55.2,1,13.39,99.51
3217,RS,101.6,1,7.13,141.79
3218,MG,153.3,0,3.9,140.51
3219,SP,126.8,2,10.01,184.68
3220,RJ,111.3,1,12.82,137.73
3221,MG,872.1,0,20.26,144.54
3222,RJ,139.3,0,32.66,102.87
3223,RJ,423.9,0,14.16,134.24
3224,RJ,55.5,2,27.79,43.27
3225,BA,47.3,3,31.45,136.89
3226,RJ,257.7,1,4.64,121.31
3227,SP,360.3,2,9.34,32.82
3228,BA,110.1,0,9.61,148.88
3229,BA,212.9,2,8.3,104.36
3230,MG,517.2,1,33.27,64.95
3231,BA,483.1,4,1.67,109.38
3232,SP,137.3,0,16.81,271.19
3233,SP,637.3,3,24.75,105.31
3234,BA,568.3,0,1.74,106.48
3235,BA,431.2,3,6.74,260.04
3236,MG,85.7,0,3.62,199.07
3237,MG,155.3,3,12.92,128.57
3238,MG,321.0,0,3.49,187.6
3239,RJ,238.0,4,27.28,53.86
3240,BA,260.9,2,7.72,97.53
3241,RJ,328.9,1,38.9,114.55
3242,BA,288.3,0,26.25,134.4
3243,MG,386.1,1,2.59,92.19
3244,RS,581.0,1,19.83,217.87
3245,RS,290.9,1,10.92,38.69
3246,RS,199.9,3,27.2,230.49
3247,RJ,250.7,4,16.55,86.18
3248,BA,112.0,4,5.16,130.64
3249,BA,271.5,3,28.86,35.74
3250,BA,484.0,1,43.9,104.8
3251,RS,53.6,0,8.71,246.42
3252,SP,62.0,0,13.5,104.54
3253,BA,435.6,0,40.92,190.05
3254,BA,163.8,0,8.12,285.69
3255,RJ,235.0,5,11.0,387.87
3256,RJ,326.9,1,31.74,65.88
3257,MG,636.8,2,10.43,92.96
3258,RJ,430.2,1,32.71,130.39
3259,MG,434.0,0,9.63,76.84
3260,SP,374.9,1,16.59,116.31
3261,RJ,144.2,1,17.8,81.72
3262,RJ,326.5,3,11.96,59.61
3263,BA,567.2,2,19.22,44.75
3264,SP,25.9,0,6.92,91.28
3265,RJ,53.6,2,16.03,60.22
3266,BA,353.9,0,11.81,96.62
3267,MG,110.2,3,20.22,110.67
3268,BA,207.7,0,12.88,134.13
3269,RS,299.9,1,13.39,221.42
3270,BA,613.5,1,20.67,36.32
3271,RJ,248.2,3,6.97,122.98
3272,SP,289.2,2,18.7,95.81
3273,SP,515.3,4,22.59,102.78
3274,BA,156.5,2,16.25,149.35
3275,SP,92.6,2,16.13,190.3
3276,RS,513.4,1,19.5,117.82
3277,MG,44.2,1,28.28,84.36
3278,SP,76.9,3,38.34,156.23
3279,BA,103.6,2,18.99,120.64
3280,SP,386.1,1,9.62,176.56
3281,RS,394.9,1,10.24,258.29
3282,RJ,344.0,2,7.51,53.08
3283,MG,453.8,1,9.73,102.96
3284,MG,147.0,1,5.94,107.43
3285,RJ,216.6,1,6.01,120.3
3286,SP,169.2,0,28.98,65.5
3287,SP,255.5,1,16.47,170.2
3288,MG,250.9,2,4.75,106.4
3289,RS,109.5,0,9.77,151.91
3290,RJ,306.2,1,16.44,99.04
3291,RJ,354.4,2,3.96,289.51
3292,BA,378.9,0,10.19,245.06
3293,RS,224.1,2,14.19,88.24
3294,MG,284.5,2,27.06,27.8
3295,RS,206.3,2,10.51,35.57
3296,BA,61.6,2,4.76,86.0
3297,BA,482.8,1,19.09,233.0
3298,RJ,489.5,2,6.03,126.24
3299,MG,132.0,0,33.1,138.75
3300,BA,209.1,2,12.6,74.69
3301,RJ,287.7,1,11.6,129.71
3302,BA,324.6,4,14.69,111.78
3303,RJ,270.3,0,12.68,159.91
3304,BA,246.4,2,25.25,97.79
3305,MG,293.1,0,7.2,26.13
3306,SP,86.7,2,15.44,131.22
3307,SP,288.4,1,9.02,74.7
3308,RS,219.6,2,9.61,212.94
3309,BA,707.1,3,19.67,193.24
3310,MG,613.0,3,43.01,154.5
3311,BA,322.4,1,28.0,31.82
3312,RJ,199.2,0,20.29,31.32
3313,RJ,398.5,1,10.19,110.44
3314,MG,138.3,1,10.07,202.15
3315,BA,532.6,2,7.61,421.02
3316,MG,210.5,0,16.32,65.23
3317,RJ,265.9,4,19.75,247.53
3318,MG,132.8,1,13.14,160.42
3319,RJ,151.6,0,10.29,326.23
3320,RJ,639.2,0,24.1,145.45
3321,SP,344.8,0,21.49,190.12
3322,RJ,210.4,0,10.11,18.37
3323,MG,447.3,3,31.97,209.23
3324,RJ,223.2,0,42.66,146.31
3325,MG,291.3,3,12.36,42.49
3326,BA,310.1,1,30.68,127.85
3327,BA,158.3,1,15.58,104.44
3328,MG,251.1,1,33.64,239.7
3329,MG,408.3,2,18.02,58.1
3330,SP,326.2,1,13.67,221.6
3331,MG,93.8,2,18.17,111.78
3332,MG,206.9,2,31.66,174.25
3333,RJ,824.0,0,12.87,97.66
3334,RJ,133.1,0,19.97,97.2
3335,BA,166.2,0,23.03,129.61
3336,SP,262.1,1,10.05,222.51
3337,RS,102.6,2,5.71,431.74
3338,RS,63.7,3,25.16,239.22
3339,BA,515.0,1,7.89,81.21
3340,RJ,77.5,2,29.01,169.07
3341,RJ,459.9,2,9.3,90.6
3342,MG,284.7,0,22.52,113.97
3343,BA,307.3,1,56.8,120.36
3344,RJ,671.0,1,20.63,125.0
3345,MG,119.3,2,12.83,68.02
3346,SP,83.9,3,1.94,170.69
3347,RS,461.0,2,19.31,84.92
3348,RS,468.1,1,31.79,121.13
3349,RJ,316.4,2,9.73,93.8
3350,RS,144.9,2,13.03,112.13
3351,RS,104.3,1,10.23,280.01
3352,SP,216.5,0,23.89,80.58
3353,SP,316.2,1,15.34,246.68
3354,MG,111.4,2,29.79,218.96
3355,BA,453.3,0,32.18,102.51
3356,RJ,167.2,3,13.87,197.22
3357,BA,205.3,0,8.18,139.99
3358,SP,455.6,1,7.13,144.3
3359,RS,191.0,1,21.02,121.75
3360,BA,440.1,2,3.85,92.74
3361,RJ,286.7,0,20.51,84.84
3362,BA,153.5,1,10.78,170.4
3363,MG,166.2,2,6.39,96.37
3364,BA,332.5,1,20.05,23.03
3365,BA,382.3,1,26.95,186.23
3366,BA,389.6,1,8.89,136.0
3367,SP,496.5,3,12.91,186.8
3368,SP,378.5,0,20.0,123.39
3369,BA,351.7,3,12.5,136.22
3370,RJ,218.4,0,26.71,102.67
3371,SP,246.4,2,1.28,212.97
3372,MG,124.5,1,18.36,140.85
3373,RS,175.8,0,12.87,98.09
3374,BA,250.8,2,33.45,31.59
3375,RJ,200.1,2,23.49,172.35
3376,RJ,60.4,2,5.27,159.03
3377,BA,111.8,1,11.04,190.7
3378,MG,544.9,2,2.42,76.42
3379,MG,103.5,4,18.22,59.89
3380,RS,493.9,1,11.23,179.84
3381,SP,307.1,0,19.64,46.25
3382,SP,352.9,1,21.27,161.17
3383,RS,360.0,0,19.3,92.06
3384,RJ,188.5,0,10.48,113.18
3385,RS,149.0,0,17.04,176.8
3386,RJ,181.8,2,15.33,242.29
3387,RS,376.1,0,8.38,40.67
3388,RS,120.8,2,20.74,162.25
3389,RS,260.0,1,2.93,66.08
3390,RJ,295.9,1,19.02,154.44
3391,MG,337.8,1,7.89,220.4
3392,SP,316.8,1,12.97,235.91
3393,RJ,97.8,0,21.72,175.95
3394,MG,639.3,2,20.41,142.6
3395,SP,170.3,3,11.94,147.54
3396,BA,370.4,1,15.14,180.12
3397,SP,237.3,1,22.23,146.06
3398,SP,225.2,0,9.3,283.87
3399,BA,175.3,0,12.94,212.46
3400,RS,550.5,2,40.39,190.94
3401,RS,200.9,3,16.84,91.54
3402,SP,106.5,0,11.42,50.04
3403,BA,100.7,0,4.16,107.58
3404,BA,169.6,4,17.81,53.3
3405,RS,445.1,0,22.91,83.88
3406,SP,199.7,2,9.79,277.17
3407,MG,262.6,1,10.3,42.81
3408,RS,456.4,1,29.41,114.37
3409,MG,395.1,3,59.47,210.36
3410,RJ,413.5,2,20.75,143.81
3411,SP,360.4,1,31.0,171.17
3412,BA,259.2,0,19.41,11.94
3413,SP,288.5,0,16.07,193.19
3414,RS,337.5,4,23.12,35.46
3415,BA,290.3,1,9.17,55.03
3416,RJ,268.8,1,6.86,141.98
3417,RJ,185.1,1,51.28,49.13
3418,SP,139.9,2,12.74,116.06
3419,RJ,218.6,1,16.03,150.48
3420,MG,152.7,3,8.88,102.54
3421,RJ,88.1,2,21.76,150.22
3422,MG,420.7,1,39.76,222.22
3423,BA,127.4,1,40.65,265.7
3424,MG,413.1,0,33.3,129.72
3425,RJ,352.8,1,11.74,198.05
3426,BA,251.1,2,14.24,72.4
3427,BA,573.6,1,18.33,233.71
3428,MG,94.7,1,40.24,86.66
3429,SP,260.9,1,16.39,166.65
3430,MG,518.7,1,10.65,82.77
3431,RJ,304.7,1,55.26,92.92
3432,MG,153.8,1,28.21,70.75
3433,SP,103.5,2,4.03,148.55
3434,MG,264.9,2,3.05,166.19
3435,SP,90.2,2,37.32,26.79
3436,MG,393.7,2,14.97,41.4
3437,BA,355.0,1,36.38,62.8
3438,SP,42.7,3,5.31,91.34
3439,SP,181.1,2,33.23,90.54
3440,RJ,520.6,1,35.89,159.76
3441,RS,377.5,1,25.12,176.4
3442,RJ,124.4,0,25.79,244.26
3443,RS,105.8,3,34.11,143.0
3444,RJ,109.3,3,5.19,75.79
3445,SP,145.6,2,22.07,81.18
3446,BA,328.7,2,34.7,32.72
3447,SP,287.0,1,10.75,435.79
3448,SP,533.0,2,25.95,127.86
3449,MG,322.9,1,24.65,186.74
3450,RJ,441.3,1,28.74,52.42
3451,BA,221.0,0,21.54,163.5
3452,MG,184.0,0,20.78,176.39
3453,BA,154.9,2,29.04,362.26
3454,RJ,107.0,2,12.55,159.46
3455,RJ,647.7,0,30.84,120.67
3456,RJ,136.9,2,7.77,136.04
3457,BA,449.9,2,25.88,35.12
3458,RJ,191.4,0,21.52,131.47
3459,RS,337.3,2,2.17,217.4
3460,MG,353.7,2,19.52,122.17
3461,BA,505.7,1,15.53,44.87
3462,BA,164.1,1,14.9,181.31
3463,BA,281.3,1,27.49,286.14
3464,RS,192.4,2,14.67,66.74
3465,MG,357.0,3,35.48,98.97
3466,RS,476.0,0,12.19,60.71
3467,RS,137.1,0,13.74,109.91
3468,MG,397.6,1,9.07,142.49
3469,BA,200.4,1,56.99,118.21
3470,MG,77.6,1,18.83,168.58
3471,BA,135.8,3,6.02,61.04
3472,MG,325.8,2,16.47,59.24
3473,MG,276.0,3,16.6,250.02
3474,RJ,150.4,3,10.69,274.78
3475,BA,199.1,1,17.17,131.72
3476,RS,261.4,3,17.49,59.85
3477,RJ,394.6,0,5.61,109.59
3478,SP,129.2,3,33.48,79.53
3479,BA,117.8,0,15.67,150.55
3480,RJ,438.9,0,22.81,38.8
3481,BA,210.3,2,15.29,68.45
3482,BA,119.2,4,13.52,121.02
3483,RS,472.2,2,27.68,93.3
3484,MG,311.5,2,16.71,92.4
3485,SP,161.8,1,2.12,96.29
3486,RJ,235.1,0,15.48,242.79
3487,RJ,257.2,0,47.42,22.57
3488,RS,122.2,1,28.52,88.88
3489,RS,139.4,2,47.04,113.61
3490,MG,531.2,0,8.36,208.13
3491,RS,301.1,4,17.65,179.64
3492,MG,268.6,0,9.78,221.96
3493,RJ,269.4,1,24.82,113.46
3494,SP,207.3,0,16.59,50.05
3495,RS,249.3,0,22.14,21.4
3496,RS,429.7,2,9.77,171.63
3497,BA,203.3,0,7.07,50.65
3498,SP,357.0,0,21.78,106.62
3499,MG,67.9,0,7.84,138.79
3500,RJ,238.2,0,19.14,113.92
3501,BA,368.9,3,31.87,263.36
3502,RS,287.4,0,19.11,35.84
3503,MG,153.2,0,45.1,64.17
